ts=177909 | bot=Hunterone | event=combat_enter | resource=focus | resource_pct=100
ts=177909 | bot=Mageone | event=combat_enter | resource=mana | resource_pct=100
ts=177909 | bot=Shamanone | event=combat_enter | resource=mana | resource_pct=100
ts=177909 | bot=Warlockone | event=combat_enter | resource=mana | resource_pct=100
ts=178675 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=30482 | spell_name=Molten Armor | school=fire | target=Mageone | target_hp_pct=99 | bot_hp_pct=99 | resource_kind=mana | resource_pct=100 | result_code=255
ts=243401 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=116 | spell_name=Frostbolt | school=frost | target=Naz'jar Sentinel | target_hp_pct=95 | bot_hp_pct=100 | resource_kind=mana | resource_pct=72 | result_code=255
ts=243404 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Sentinel | target_hp_pct=94 | bot_hp_pct=100 | resource_kind=mana | resource_pct=99 | result_code=255
ts=243405 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=603 | spell_name=Bane of Doom | school=shadow | target=Naz'jar Sentinel | target_hp_pct=94 | bot_hp_pct=100 | resource_kind=mana | resource_pct=79 | result_code=255
ts=243740 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=53209 | spell_name=Chimera Shot | school=nature | target=Naz'jar Sentinel | target_hp_pct=94 | bot_hp_pct=100 | resource_kind=focus | resource_pct=44 | result_code=255
ts=244908 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Mageone | target_hp_pct=89 | bot_hp_pct=100 | resource_kind=mana | resource_pct=100 | result_code=255
ts=244909 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=88 | bot_hp_pct=100 | resource_kind=mana | resource_pct=78 | result_code=255
ts=245241 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=34477 | spell_name=Misdirection | school=phys | target=Warriorone | target_hp_pct=99 | bot_hp_pct=100 | resource_kind=focus | resource_pct=50 | result_code=255
ts=246408 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=86 | bot_hp_pct=89 | resource_kind=mana | resource_pct=71 | result_code=255
ts=246408 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Sentinel | target_hp_pct=86 | bot_hp_pct=100 | resource_kind=mana | resource_pct=80 | result_code=255
ts=246750 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=85 | bot_hp_pct=100 | resource_kind=focus | resource_pct=21 | result_code=255
ts=247920 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Sentinel | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=mana | resource_pct=100 | result_code=255
ts=247921 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=mana | resource_pct=77 | result_code=99
ts=247921 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=686 | spell_name=Shadow Bolt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=mana | resource_pct=77 | result_code=255
ts=248260 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=focus | resource_pct=27 | result_code=255
ts=249417 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Sentinel | target_hp_pct=79 | bot_hp_pct=100 | resource_kind=mana | resource_pct=100 | result_code=255
ts=250929 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=77 | bot_hp_pct=92 | resource_kind=mana | resource_pct=76 | result_code=53
ts=250929 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=686 | spell_name=Shadow Bolt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=77 | bot_hp_pct=92 | resource_kind=mana | resource_pct=76 | result_code=53
ts=251271 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=76 | bot_hp_pct=100 | resource_kind=focus | resource_pct=31 | result_code=255
ts=252434 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Warlockone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=98 | result_code=255
ts=252434 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=74 | bot_hp_pct=100 | resource_kind=mana | resource_pct=78 | result_code=255
ts=252775 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=73 | bot_hp_pct=100 | resource_kind=focus | resource_pct=2 | result_code=255
ts=253934 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44572 | spell_name=Deep Freeze | school=frost | target=Naz'jar Sentinel | target_hp_pct=71 | bot_hp_pct=100 | resource_kind=mana | resource_pct=73 | result_code=255
ts=253935 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Sentinel | target_hp_pct=70 | bot_hp_pct=100 | resource_kind=mana | resource_pct=99 | result_code=255
ts=254276 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=70 | bot_hp_pct=100 | resource_kind=focus | resource_pct=8 | result_code=255
ts=255432 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Sentinel | target_hp_pct=70 | bot_hp_pct=100 | resource_kind=mana | resource_pct=74 | result_code=255
ts=255432 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=686 | spell_name=Shadow Bolt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=70 | bot_hp_pct=100 | resource_kind=mana | resource_pct=70 | result_code=255
ts=256945 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=66 | bot_hp_pct=100 | resource_kind=mana | resource_pct=75 | result_code=255
ts=257275 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=66 | bot_hp_pct=100 | resource_kind=focus | resource_pct=30 | result_code=255
ts=258447 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Warriorone | target_hp_pct=93 | bot_hp_pct=100 | resource_kind=mana | resource_pct=99 | result_code=255
ts=258448 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=62 | bot_hp_pct=100 | resource_kind=mana | resource_pct=70 | result_code=255
ts=259950 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=60 | bot_hp_pct=100 | resource_kind=mana | resource_pct=66 | result_code=255
ts=260280 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=1978 | spell_name=Serpent Sting | school=nature | target=Naz'jar Sentinel | target_hp_pct=58 | bot_hp_pct=100 | resource_kind=focus | resource_pct=29 | result_code=255
ts=261447 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Sentinel | target_hp_pct=56 | bot_hp_pct=100 | resource_kind=mana | resource_pct=67 | result_code=255
ts=261789 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=55 | bot_hp_pct=100 | resource_kind=focus | resource_pct=35 | result_code=255
ts=262962 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=686 | spell_name=Shadow Bolt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=54 | bot_hp_pct=100 | resource_kind=mana | resource_pct=63 | result_code=255
ts=264461 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=52 | bot_hp_pct=89 | resource_kind=mana | resource_pct=65 | result_code=255
ts=264463 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Mageone | target_hp_pct=99 | bot_hp_pct=100 | resource_kind=mana | resource_pct=99 | result_code=255
ts=264787 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=53209 | spell_name=Chimera Shot | school=nature | target=Naz'jar Sentinel | target_hp_pct=52 | bot_hp_pct=92 | resource_kind=focus | resource_pct=17 | result_code=255
ts=265970 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Mageone | target_hp_pct=88 | bot_hp_pct=100 | resource_kind=mana | resource_pct=100 | result_code=255
ts=265970 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=48 | bot_hp_pct=100 | resource_kind=mana | resource_pct=63 | result_code=255
ts=266295 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=48 | bot_hp_pct=97 | resource_kind=focus | resource_pct=25 | result_code=255
ts=268976 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Mageone | target_hp_pct=75 | bot_hp_pct=91 | resource_kind=mana | resource_pct=99 | result_code=255
ts=268977 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=40 | bot_hp_pct=100 | resource_kind=mana | resource_pct=56 | result_code=255
ts=269305 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=40 | bot_hp_pct=97 | resource_kind=focus | resource_pct=9 | result_code=255
ts=270490 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=543 | spell_name=Mage Ward | school=arcane | target=Mageone | target_hp_pct=58 | bot_hp_pct=58 | resource_kind=mana | resource_pct=65 | result_code=255
ts=270490 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=122 | spell_name=Frost Nova | school=frost | target=Mageone | target_hp_pct=58 | bot_hp_pct=58 | resource_kind=mana | resource_pct=65 | result_code=69
ts=270491 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=1953 | spell_name=Blink | school=arcane | target=Mageone | target_hp_pct=58 | bot_hp_pct=58 | resource_kind=mana | resource_pct=65 | result_code=69
ts=270491 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=686 | spell_name=Shadow Bolt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=37 | bot_hp_pct=100 | resource_kind=mana | resource_pct=58 | result_code=255
ts=270802 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=36 | bot_hp_pct=97 | resource_kind=focus | resource_pct=16 | result_code=255
ts=272006 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Sentinel | target_hp_pct=35 | bot_hp_pct=74 | resource_kind=mana | resource_pct=66 | result_code=255
ts=272006 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Mageone | target_hp_pct=74 | bot_hp_pct=75 | resource_kind=mana | resource_pct=99 | result_code=255
ts=273506 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=30 | bot_hp_pct=78 | resource_kind=mana | resource_pct=67 | result_code=255
ts=273508 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Warriorone | target_hp_pct=85 | bot_hp_pct=75 | resource_kind=mana | resource_pct=98 | result_code=255
ts=273508 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=30 | bot_hp_pct=100 | resource_kind=mana | resource_pct=57 | result_code=255
ts=273816 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=30 | bot_hp_pct=97 | resource_kind=focus | resource_pct=2 | result_code=255
ts=275000 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Shamanone | target_hp_pct=75 | bot_hp_pct=75 | resource_kind=mana | resource_pct=97 | result_code=255
ts=275001 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=603 | spell_name=Bane of Doom | school=shadow | target=Naz'jar Sentinel | target_hp_pct=27 | bot_hp_pct=100 | resource_kind=mana | resource_pct=50 | result_code=255
ts=275324 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=26 | bot_hp_pct=97 | resource_kind=focus | resource_pct=8 | result_code=255
ts=276511 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Sentinel | target_hp_pct=24 | bot_hp_pct=100 | resource_kind=mana | resource_pct=52 | result_code=255
ts=278010 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Warriorone | target_hp_pct=80 | bot_hp_pct=90 | resource_kind=mana | resource_pct=97 | result_code=255
ts=278011 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=20 | bot_hp_pct=100 | resource_kind=mana | resource_pct=48 | result_code=255
ts=278326 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=34477 | spell_name=Misdirection | school=phys | target=Warriorone | target_hp_pct=80 | bot_hp_pct=97 | resource_kind=focus | resource_pct=35 | result_code=255
ts=279824 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=53351 | spell_name=Kill Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=18 | bot_hp_pct=88 | resource_kind=focus | resource_pct=43 | result_code=255
ts=281011 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Sentinel | target_hp_pct=16 | bot_hp_pct=100 | resource_kind=mana | resource_pct=57 | result_code=255
ts=281011 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Warriorone | target_hp_pct=83 | bot_hp_pct=90 | resource_kind=mana | resource_pct=96 | result_code=255
ts=281011 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Sentinel | target_hp_pct=16 | bot_hp_pct=100 | resource_kind=mana | resource_pct=39 | result_code=255
ts=281340 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=1978 | spell_name=Serpent Sting | school=nature | target=Naz'jar Sentinel | target_hp_pct=15 | bot_hp_pct=88 | resource_kind=focus | resource_pct=26 | result_code=255
ts=282524 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=12 | bot_hp_pct=100 | resource_kind=mana | resource_pct=58 | result_code=255
ts=282524 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=1120 | spell_name=Drain Soul | school=shadow | target=Naz'jar Sentinel | target_hp_pct=12 | bot_hp_pct=100 | resource_kind=mana | resource_pct=41 | result_code=255
ts=282836 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Sentinel | target_hp_pct=12 | bot_hp_pct=88 | resource_kind=focus | resource_pct=33 | result_code=255
ts=284024 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Hunterone | target_hp_pct=95 | bot_hp_pct=90 | resource_kind=mana | resource_pct=94 | result_code=255
ts=285859 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=82928 | spell_name=Aimed Shot! | school=phys | target=Naz'jar Sentinel | target_hp_pct=4 | bot_hp_pct=95 | resource_kind=focus | resource_pct=60 | result_code=255
ts=287843 | event=combat_leave | [Altbot] Hunterone — 48.8s | DPS 1464 | 22 casts (22 ok, 0 fail) | gcd~68% | top: Steady Shot(8) Multi-Shot(5) Serpent Sting(3) | dmg 71383 | no-tier 0
ts=287843 | event=combat_leave | [Altbot] Mageone — 48.8s | DPS 2030 | 17 casts (13 ok, 4 fail) | gcd~40% | top: Blizzard(7) Frostfire Bolt(3) Mage Ward(2) | dmg 98953 | no-tier 0
ts=287843 | event=combat_leave | [Altbot] Shamanone — 48.8s | DPS 292 | 18 casts (18 ok, 0 fail) | gcd~55% | top: Healing Wave(7) Riptide(6) Chain Lightning(5) | dmg 14254 | no-tier 0
ts=287843 | event=combat_leave | [Altbot] Warlockone — 48.8s | DPS 2878 | 24 casts (21 ok, 3 fail) | gcd~65% | top: Seed of Corruption(5) Shadow Bolt(5) Corruption(4) | dmg 140322 | no-tier 0
