spell_id,spell_name_dbc,spell_name_doc,dungeon_slug,boss_or_mob,source_npc_entry,mechanic_class,interruptible,dispel_type,target_pattern,priority,avoid_radius_y,school,attributes,effect_summary,tc_citation,status,doc_unverified,notes,doc_source
,,Tumultuous Earthstorm,halls-of-origination,earthrager_ptah,39428,info,no,,self,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/halls-of-origination/encounter.md:397
75453,Smash,Smash (Dustbone Horror add),halls-of-origination,earthrager_ptah,39428,info,no,,closest_player,,,physical,327700,E0=31/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:406
75604,Nemesis Strike,Nemesis Strike,halls-of-origination,anraphet,39788,dispel,no,magic,tank,MAGIC_DISPEL_HIGH,,shadow,0,E1=64/A0 E0=31/A0,boss_anraphet.cpp:62,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:554
76184,Alpha Beams,Alpha Beams,halls-of-origination,anraphet,39788,avoidable,no,none,ally_random,,5,shadow,0,E0=6/A23,boss_anraphet.cpp:59,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:564
75623,Omega Stance,Omega Stance,halls-of-origination,anraphet,39788,info,no,none,pbaoe_self,AOE_HEAL_COOLDOWN,,shadow,0,E1=6/A33 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:579
75609,Crumbling Ruin,Crumbling Ruin,halls-of-origination,anraphet,39788,info,no,none,party_all,,,nature+arcane,0,E0=6/A133,boss_anraphet.cpp:61,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:592
,,Awakening AoE,halls-of-origination,anraphet,39788,info,no,,pbaoe_room,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/halls-of-origination/encounter.md:604
,,Awakening AoE,halls-of-origination,anraphet,39788,info,no,,pbaoe_room,,,,,,,placeholder,no,"non-numeric spell_id ('75604,')",docs/dungeons/halls-of-origination/encounter.md:625
50796,Chaos Bolt,Chaos Bolt,halls-of-origination,setesh,39732,info,no,none,ally_random,,,fire,65536,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:669
77030,Reign of Chaos,Reign of Chaos,halls-of-origination,setesh,39732,avoidable,no,none,ground_zones,,,physical+holy+fire+nature+frost+shadow+arcane,0,E1=2/A0 E0=3/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:679
76681,Chaos Blast,Chaos Blast,halls-of-origination,setesh,39732,avoidable,no,none,ground_random,,,holy+fire+nature+frost+shadow+arcane,0,E1=6/A23 E0=2/A0,boss_setesh.cpp:41,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:690
76870,Seed of Chaos,Seed of Chaos,halls-of-origination,setesh,39732,info,no,none,ground_random,,,shadow,8390656,E1=6/A42 E0=2/A0,boss_setesh.cpp:45,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:701
,,Summon Chaos Portal,halls-of-origination,setesh,39732,info,no,,ground_random,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/halls-of-origination/encounter.md:712
76043,Wither,Wither,halls-of-origination,ammunae,39731,interrupt,yes,magic,ally_random,MAGIC_DISPEL_HIGH OR INTERRUPT,,nature,0,E1=6/A33 E0=6/A193,boss_ammunae.cpp:35,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:813
76043,Wither,Wither,halls-of-origination,ammunae,39731,dispel,yes,magic,ally_random,MAGIC_DISPEL_HIGH OR INTERRUPT,,nature,0,E1=6/A33 E0=6/A193,boss_ammunae.cpp:35,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:813
75665,Consume Life Energy,Consume Life Energy,halls-of-origination,ammunae,39731,interrupt,yes,none,ally_random,MUST_INTERRUPT,,nature,256,E0=6/A23,boss_ammunae.cpp:37,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:825
75790,Rampant Growth,Rampant Growth,halls-of-origination,ammunae,39731,info,no,none,pbaoe_room + pods,,,nature,0,E1=2/A0 E0=140/A0,boss_ammunae.cpp:43,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:838
75702,Noxious Spores,Noxious Spores (cloud),halls-of-origination,ammunae,39731,avoidable,no,none,ground_at_spore_death,,6,nature,8650752,E2=6/A4 E1=165/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:850
,,Pod Energize (passive boss buff),halls-of-origination,ammunae,39731,info,no,none,ammunae,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/halls-of-origination/encounter.md:863
,,Noxious Spores (75702) on death — 30s ground cloud,halls-of-origination,Anubisath / caster trash,39731,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('76043,')",docs/dungeons/halls-of-origination/encounter.md:909
74136,Supernova,Supernova,halls-of-origination,isiset,39587,avoidable,no,none,pbaoe_self,FACE_AWAY_OVERRIDE,50,arcane,0,E0=140/A0,boss_isiset.cpp:30,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:979
74135,Astral Rain,Astral Rain,halls-of-origination,isiset,39587,info,no,,ground_random,,,arcane,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:993
74364,Celestial Call,Celestial Call,halls-of-origination,isiset,39587,info,no,,ground,,,arcane,0,E2=64/A0 E1=64/A0 E0=64/A0,boss_isiset.cpp:43,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:1004
74133,Veil of Sky,Veil of Sky,halls-of-origination,isiset,39587,dispel,no,magic,self,SPELLSTEAL_HIGH for Mage / Shaman / Priest,,arcane,65552,E1=3/A0 E0=6/A97,boss_isiset.cpp:47;boss_isiset.cpp:610,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:1013
74374,Arcane Barrage,Arcane Barrage (Celestial Familiar),halls-of-origination,isiset,39587,interrupt,yes,,ally_random,,,arcane,0,E0=2/A0,boss_isiset.cpp:70,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:1024
,,Arcane Barrage (74374),halls-of-origination,Anubisath / caster trash,39587,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('74133,')",docs/dungeons/halls-of-origination/encounter.md:1072
73872,Sun Strike,Sun Strike,halls-of-origination,rajh,39378,info,no,none,pbaoe_room (50y),,,fire,327680,E1=2/A0 E0=64/A0,boss_rajh.cpp:38,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:1129
80352,Summon Sun Orb,Summon Sun Orb,halls-of-origination,rajh,39378,interrupt,yes,,ground_random,MUST_INTERRUPT,13,physical,67371008,E0=6/A23,boss_rajh.cpp:37,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:1141
87653,Inferno Leap,Inferno Leap,halls-of-origination,rajh,39378,interrupt,yes,,ally_random,MUST_INTERRUPT,10,fire,327680,E0=6/A236,boss_rajh.cpp:41,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:1152
74108,Solar Winds,Solar Winds,halls-of-origination,rajh,39378,avoidable,no,none,ground_movement_pattern,,4,fire,0,E1=138/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:1165
76355,Blessing of the Sun,Blessing of the Sun,halls-of-origination,rajh,39378,info,no,none,pbaoe_self,,,fire,0,E2=2/A0 E1=30/A0 E0=6/A79,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:1177
89131,Solar Fire,Solar Fire (heroic only),halls-of-origination,rajh,39378,avoidable,no,none,ground_along_solar_wind_path,,,physical,536871168,E0=6/A23,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:1191
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75592,')",docs/dungeons/halls-of-origination/encounter.md:1263
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75604,')",docs/dungeons/halls-of-origination/encounter.md:1264
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('76043,')",docs/dungeons/halls-of-origination/encounter.md:1265
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('74133,')",docs/dungeons/halls-of-origination/encounter.md:1266
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75665,')",docs/dungeons/halls-of-origination/encounter.md:1269
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('76903,')",docs/dungeons/halls-of-origination/encounter.md:1270
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('80352,')",docs/dungeons/halls-of-origination/encounter.md:1271
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('87653,')",docs/dungeons/halls-of-origination/encounter.md:1272
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75540,')",docs/dungeons/halls-of-origination/encounter.md:1273
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('76043,')",docs/dungeons/halls-of-origination/encounter.md:1274
,,roving fire AoE (4y),halls-of-origination,Anubisath / caster trash,39378,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('74374,')",docs/dungeons/halls-of-origination/encounter.md:1275
102593,Hand of Frost,Hand of Frost,hour-of-twilight,arcurion,54590,interrupt,yes,none,tank,MUST_INTERRUPT,,frost,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:237
102582,Chains of Frost,Chains of Frost,hour-of-twilight,arcurion,54590,dispel,no,magic,pbaoe_self,,65,frost,0,E1=6/A26 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:256
103252,Icy Tomb,Icy Tomb,hour-of-twilight,arcurion,54590,info,no,none,thrall,TARGET_SWITCH,,physical,0,E1=6/A4 E0=160/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:273
103962,Torrent of Frost,Torrent of Frost,hour-of-twilight,arcurion,54590,info,no,none,pbaoe_self,BURN,,none,0,E0=6/A23,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:289
,,Icy Boulder,hour-of-twilight,Twilight Hammer Cultist (caster pack),54590,avoidable,no,,ground_telegraph_random,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/hour-of-twilight/encounter.md:321
102726,Mark of Silence,Mark of Silence,hour-of-twilight,asira_dawnslayer,54968,info,no,none,ally_random_caster,SELF_GATE_CASTING,,physical,536870912,E0=6/A42,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:398
103597,Throw Knife,Throw Knife,hour-of-twilight,asira_dawnslayer,54968,avoidable,no,none,marked_player,BODY_BLOCK,,physical,0,E1=2/A0 E0=3/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:418
103790,Choking Smoke Bomb,Choking Smoke Bomb,hour-of-twilight,asira_dawnslayer,54968,avoidable,no,none,ground_at_caster_feet,GROUND_AVOID + TANK_DRAG_OUT,8,nature,67108864,E1=2/A0 E0=6/A322,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:436
103562,Lesser Blade Barrier,Blade Barrier,hour-of-twilight,asira_dawnslayer,54968,info,no,none,self,BIG_HIT_COOLDOWN,,physical,0,E0=6/A69,,unbound,yes,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:459
,,Rising Fire Totem (Thrall),hour-of-twilight,asira_dawnslayer,54968,info,no,,,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/hour-of-twilight/encounter.md:490
,,Smite,hour-of-twilight,archbishop_benedictus,54938,interrupt,yes,none,tank,MUST_INTERRUPT,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/hour-of-twilight/encounter.md:588
103149,Righteous Shear,Righteous Shear,hour-of-twilight,archbishop_benedictus,54938,dispel,no,magic,ally_random,HIGH_DISPEL_PRIORITY,,holy,256,E0=3/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:602
103578,Purifying Light,Purifying Light,hour-of-twilight,archbishop_benedictus,54938,avoidable,no,none,above_boss,,,physical,256,E0=6/A4,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:620
103651,Purifying Blast,Purifying Blast,hour-of-twilight,archbishop_benedictus,54938,avoidable,no,,pbaoe_orb_impact,,6,holy,0,E2=28/A0 E1=98/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:637
103684,Wave of Virtue,Wave of Virtue,hour-of-twilight,archbishop_benedictus,54938,avoidable,no,none,room_sweep,STACK_IN_WATER_SHELL,15,holy,0,E1=138/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:650
,,Twilight Epiphany,hour-of-twilight,archbishop_benedictus,54938,info,no,,,PHASE_TRANSITION_DETECT,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/hour-of-twilight/encounter.md:666
,,Twilight Prison (on Thrall),hour-of-twilight,archbishop_benedictus,54938,info,no,,thrall,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/hour-of-twilight/encounter.md:685
103777,Twilight Bolt,Twilight Bolt (cast),hour-of-twilight,archbishop_benedictus,54938,interrupt,yes,none,tank,MUST_INTERRUPT,,shadow,0,E2=28/A0 E1=98/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:695
103526,Twilight Shear,Twilight Shear,hour-of-twilight,archbishop_benedictus,54938,dispel,no,magic,ally_random,HIGH_DISPEL_PRIORITY,,shadow,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:709
103769,Corrupting Twilight,Corrupting Twilight,hour-of-twilight,archbishop_benedictus,54938,avoidable,no,,above_boss,,,physical,256,E0=6/A4,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:723
,,Twilight Blast (orb impact),hour-of-twilight,archbishop_benedictus,54938,avoidable,no,,pbaoe_orb_impact,,6,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/hour-of-twilight/encounter.md:737
103781,Wave of Twilight,Wave of Twilight,hour-of-twilight,archbishop_benedictus,54938,avoidable,no,none,room_sweep,GAP_RUN_OR_IMMUNITY,15,shadow,0,E1=138/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/hour-of-twilight/encounter.md:749
,,Earth_Shock_or_Lightning_Bolt,lost-city-of-the-tolvir,Tol'vir Stoneshaper,,interrupt,yes,,,MUST_INTERRUPT,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:59
,,disease_cast,lost-city-of-the-tolvir,Neferset Plaguebringer,,interrupt,yes,,,MUST_INTERRUPT,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:70
,,magic_cast,lost-city-of-the-tolvir,Neferset Theurgist,,interrupt,yes,,,MUST_INTERRUPT,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:79
,,standard_melee_or_caster,lost-city-of-the-tolvir,wind_elementals_or_tolvir_guards,,info,no,,,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:102
83171,Mystic Trap,Mystic Trap,lost-city-of-the-tolvir,general_husam,44577,avoidable,no,none,ground_random_3_players,AVOID,,fire,0,E1=98/A0 E0=2/A0,boss_general_husam.cpp:64,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:150
91263,Detonate Traps,Detonate Traps,lost-city-of-the-tolvir,general_husam,44577,avoidable,no,none,all_armed_traps,GROUP_RELOCATE,,physical,0,E0=77/A0,boss_general_husam.cpp:48,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:166
83113,Bad Intentions,Bad Intentions,lost-city-of-the-tolvir,general_husam,44577,info,no,none,ally_random_non_tank,,,fire,0,E1=77/A0 E0=96/A0,boss_general_husam.cpp:49,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:180
83655,Hammer Fist,Hammer Fist,lost-city-of-the-tolvir,general_husam,44577,info,no,none,tank,,,physical,0,E0=31/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:192
83445,Shockwave,Shockwave,lost-city-of-the-tolvir,general_husam,44577,avoidable,no,none,pbaoe_self_4_lines,AVOID,,fire,536870912,E0=77/A0,boss_general_husam.cpp:40,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:206
81630,Viscous Poison,Viscous Poison,lost-city-of-the-tolvir,lockmaw,43614,avoidable,no,poison,ground_random_player,DISPEL,5,nature,0,E2=6/A3 E1=6/A31 E0=2/A0,boss_lockmaw_and_augh.cpp:44,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:299
81630,Viscous Poison,Viscous Poison,lost-city-of-the-tolvir,lockmaw,43614,dispel,no,poison,ground_random_player,DISPEL,5,nature,0,E2=6/A3 E1=6/A31 E0=2/A0,boss_lockmaw_and_augh.cpp:44,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:299
81644,Dust Flail,Dust Flail,lost-city-of-the-tolvir,lockmaw,43614,avoidable,no,none,rear_cone,AVOID,,nature,0,E2=6/A79 E1=64/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:316
81690,Scent of Blood,Scent of Blood,lost-city-of-the-tolvir,lockmaw,43614,info,no,none,ally_random,ADD_HANDLE,,physical,603979776,E0=6/A3,boss_lockmaw_and_augh.cpp:45,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:333
81706,Venomous Rage,Venomous Rage,lost-city-of-the-tolvir,lockmaw,43614,dispel,no,unverified,self,DEFENSIVE_CD,,physical,0,E1=6/A61 E0=6/A79,boss_lockmaw_and_augh.cpp:49,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:346
84799,Paralytic Blow Dart,Paralytic Blow Dart,lost-city-of-the-tolvir,lockmaw,43614,dispel,no,poison,ally_random,DISPEL,,nature,2,E2=6/A193 E1=6/A3 E0=2/A0,boss_lockmaw_and_augh.cpp:55,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:366
1680,Whirlwind,Whirlwind,lost-city-of-the-tolvir,lockmaw,43614,avoidable,no,none,pbaoe_self,KITE_OR_AVOID,,physical,327696,E2=64/A0 E1=31/A0 E0=121/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:381
7964,Smoke Bomb,Smoke Bomb,lost-city-of-the-tolvir,lockmaw,43614,avoidable,no,none,pbaoe_self,TANK_STUN_RELAY,5,physical,16,E1=3/A0 E0=6/A12,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:394
81677,Vicious Bite,Vicious Bite,lost-city-of-the-tolvir,wind_elementals_or_tolvir_guards,43614,info,no,,closest_or_bleed_target,,,physical,2359296,E1=6/A3 E0=31/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:420
,,Vicious Bite,lost-city-of-the-tolvir,wind_elementals_or_tolvir_guards,43614,info,no,,closest_or_bleed_target,,,,,,,placeholder,no,"non-numeric spell_id ('81630,')",docs/dungeons/lost-city-of-the-tolvir/encounter.md:443
,,Vicious Bite,lost-city-of-the-tolvir,wind_elementals_or_tolvir_guards,43614,info,no,,closest_or_bleed_target,,,,,,,placeholder,no,"non-numeric spell_id ('84799,')",docs/dungeons/lost-city-of-the-tolvir/encounter.md:444
82622,Plague of Ages,Plague of Ages,lost-city-of-the-tolvir,high_prophet_barim,43612,dispel,no,disease,ally_random,DISPEL,,nature,327680,E2=140/A0 E1=6/A3 E0=2/A0,boss_high_prophet_barim.cpp:38,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:524
81942,Heaven's Fury,Heaven's Fury,lost-city-of-the-tolvir,high_prophet_barim,43612,avoidable,no,none,ground_random_player,AVOID,12,holy,0,E1=2/A0 E0=3/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:541
82506,Fifty Lashings,Fifty Lashings,lost-city-of-the-tolvir,high_prophet_barim,43612,dispel,no,unverified,self,TANK_DEFENSIVE_CD,,physical,0,E2=3/A0 E1=3/A0 E0=6/A42,boss_high_prophet_barim.cpp:37,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:556
,,Blaze of the Heavens,lost-city-of-the-tolvir,high_prophet_barim,43612,avoidable,no,none,,ADD_KITE_OR_BURN,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:569
81947,Repentance,Repentance,lost-city-of-the-tolvir,high_prophet_barim,43612,info,no,none,pbaoe_self,PHASE_TRANSITION,,physical,536872960,E1=6/A23 E0=6/A12,boss_high_prophet_barim.cpp:43,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:588
,,Hallowed Ground,lost-city-of-the-tolvir,high_prophet_barim,43612,avoidable,no,none,ground_around_barim,AVOID,13,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:602
82533,Wail of Darkness,Wail of Darkness,lost-city-of-the-tolvir,high_prophet_barim,43612,info,no,none,pbaoe_all_players,HEALER_PRESSURE,,shadow,0,E1=2/A0 E0=3/A0,boss_high_prophet_barim.cpp:71,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:618
82255,Soul Sever,Soul Sever,lost-city-of-the-tolvir,high_prophet_barim,43612,info,no,none,ally_random,ADD_INTERCEPT,,physical,2048,E1=6/A23 E0=6/A4,boss_high_prophet_barim.cpp:72,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:630
82263,Merged Souls,Merged Souls,lost-city-of-the-tolvir,high_prophet_barim,43612,avoidable,no,none,self,PREVENT_VIA_FRAGMENT_KILL,,shadow,0,E2=6/A79 E1=6/A61 E0=10/A0,boss_high_prophet_barim.cpp:78,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:643
,,Soul Fragment,lost-city-of-the-tolvir,high_prophet_barim,43612,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('82622,')",docs/dungeons/lost-city-of-the-tolvir/encounter.md:690
73564,Storm Bolt,Storm Bolt,lost-city-of-the-tolvir,siamat,44819,info,no,none,ally_random,HEALER_REACTIVE,,nature,65536,E0=2/A0,boss_siamat.cpp:46,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:771
83051,Cloud Burst,Cloud Burst,lost-city-of-the-tolvir,siamat,44819,avoidable,no,none,ground_random_player,AVOID,5,nature,0,E1=98/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:784
,,Deflecting Winds,lost-city-of-the-tolvir,siamat,44819,info,no,none,self,DPS_GATE,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:800
83066,Wailing Winds,Wailing Winds,lost-city-of-the-tolvir,siamat,44819,avoidable,no,none,pbaoe_all_players,STAY_CENTER,,nature,0,E1=64/A0 E0=6/A226,boss_siamat.cpp:48,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:813
84987,Gathered Storms,Gathered Storms,lost-city-of-the-tolvir,siamat,44819,avoidable,no,none,self_then_blast_players,PREVENT_VIA_TEMPEST_STORM_AVOIDANCE,,nature,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:829
65279,Lightning Nova,Lightning Nova,lost-city-of-the-tolvir,siamat,44819,avoidable,no,none,pbaoe_self,AVOID,10,nature,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:851
84522,Thunder Crash,Thunder Crash,lost-city-of-the-tolvir,siamat,44819,avoidable,no,none,current_target_or_pbaoe_on_death,TANK_DEFENSIVE_OR_GROUP_SPREAD,,nature,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:865
,,Lightning Charge,lost-city-of-the-tolvir,siamat,44819,info,no,none,group,HEALER_PRESSURE_SCALE,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/lost-city-of-the-tolvir/encounter.md:878
103637,Chain Lightning,Chain Lightning,lost-city-of-the-tolvir,siamat,44819,avoidable,yes,none,ally_random_then_arc,MUST_INTERRUPT,,nature,0,E0=1/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:892
103637,Chain Lightning,Chain Lightning,lost-city-of-the-tolvir,siamat,44819,interrupt,yes,none,ally_random_then_arc,MUST_INTERRUPT,,nature,0,E0=1/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:892
83446,Tempest Storm,Tempest Storm,lost-city-of-the-tolvir,siamat,44819,avoidable,no,none,ground_at_minion,AVOID_AND_DO_NOT_LET_REACH_SIAMAT,6,nature,327696,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/lost-city-of-the-tolvir/encounter.md:906
84550,Depletion,Depletion,lost-city-of-the-tolvir,siamat,44819,info,no,none,self,NOOP_SELF_DEPLETION,,physical,0,E0=6/A89,boss_siamat.cpp:63,verified,no,DBC + TC script confirm,docs/dungeons/lost-city-of-the-tolvir/encounter.md:922
